Bathrooms (bin),Bedrooms (bin),Condition,Date,Id,Price (bin),View,Waterfront,Yr Built,Zipcode,Bathrooms,Bedrooms,Floors,Grade,Lat,Long,Price,Sqft Living,Sqft Lot
0.8,3,Average,11/12/2014,7282300125,319K,No View,No,1953,98133,1,3,1,6,47.7617,-122.357,330000,980,7000
0.8,3,Average,5/6/2014,7282900025,248K,No View,No,1954,98133,1,3,1,6,47.762,-122.355,250000,1050,6874
0.8,3,Average,3/9/2015,507100020,248K,No View,No,1954,98133,1,3,1,6,47.7775,-122.336,270000,1480,7374
0.8,3,Average,6/5/2014,7935000125,425K,No View,No,1900,98136,1,3,1,6,47.5473,-122.396,440000,1050,7500
0.8,3,Average,4/28/2015,7133300675,425K,No View,No,1907,98144,1,3,1,6,47.5897,-122.314,450000,1140,4500
0.8,3,Average,3/17/2015,1250200285,248K,No View,No,1908,98144,1,3,1,6,47.5978,-122.299,261500,1130,3600
0.8,3,Average,5/12/2015,5680000260,354K,No View,No,1918,98144,1,3,1,6,47.5712,-122.316,385000,810,4600
0.8,3,Average,12/5/2014,4263200030,283K,No View,No,1958,98144,1,3,1,6,47.5724,-122.301,299500,1280,6726
0.8,3,Average,6/4/2014,1282300105,283K,No View,No,1959,98144,1,3,1,6,47.5746,-122.293,317000,1010,5400
0.8,3,Average,8/20/2014,7211401610,142K,No View,No,1917,98146,1,3,1,6,47.5109,-122.357,165000,1120,5000
0.8,3,Average,11/4/2014,7520000695,142K,No View,No,1921,98146,1,3,1,6,47.496,-122.349,151100,840,4495
0.8,3,Average,4/21/2015,7520000695,248K,No View,No,1921,98146,1,3,1,6,47.496,-122.349,251000,840,4495
0.8,3,Average,9/29/2014,6303400150,248K,No View,No,1923,98146,1,3,1,6,47.5097,-122.357,255000,1160,8636
0.8,3,Average,9/3/2014,1721801010,213K,No View,No,1937,98146,1,3,1,6,47.508,-122.337,225000,1790,6120
0.8,3,Average,4/24/2015,1721801010,283K,No View,No,1937,98146,1,3,1,6,47.508,-122.337,302100,1790,6120
0.8,3,Average,12/30/2014,3395800660,177K,No View,No,1939,98146,1,3,1,6,47.482,-122.34,190000,1640,8100
0.8,3,Average,5/16/2014,623049094,177K,No View,No,1940,98146,1,3,1,6,47.5118,-122.348,180000,1000,18513
0.8,3,Average,4/21/2015,7889601300,248K,No View,No,1941,98146,1,3,1,6,47.4913,-122.336,268000,1420,6000
0.8,3,Average,6/11/2014,7454001280,213K,No View,No,1942,98146,1,3,1,6,47.5128,-122.374,220000,1050,6300
0.8,3,Average,1/20/2015,2407000145,177K,No View,No,1942,98146,1,3,1,6,47.4824,-122.336,197200,1140,8775
0.8,3,Average,3/9/2015,7454001090,283K,No View,No,1942,98146,1,3,1,6,47.5133,-122.372,307000,770,6552
0.8,3,Average,3/25/2015,723049219,177K,No View,No,1942,98146,1,3,1,6,47.4949,-122.338,210000,880,10800
0.8,3,Average,5/5/2015,723049530,106K,No View,No,1942,98146,1,3,1,6,47.4952,-122.34,126500,1130,12212
0.8,3,Average,7/8/2014,723049307,177K,No View,No,1949,98146,1,3,1,6,47.5015,-122.349,210000,1070,8179
0.8,3,Average,8/5/2014,3395800155,248K,No View,No,1949,98146,1,3,1,6,47.4839,-122.341,250000,990,8100
0.8,3,Average,11/24/2014,2641800015,142K,No View,No,1950,98146,1,3,1,6,47.5006,-122.334,158800,960,8291
0.8,3,Average,4/27/2015,2641800060,213K,No View,No,1950,98146,1,3,1,6,47.5006,-122.336,239000,940,8571
0.8,3,Average,11/5/2014,3883800011,71K,No View,No,1954,98146,1,3,1,6,47.4987,-122.341,82000,860,10426
0.8,3,Average,1/15/2015,9382200025,213K,No View,No,1954,98146,1,3,1,6,47.4976,-122.35,220000,1090,6320
0.8,3,Average,4/8/2015,3883800011,213K,No View,No,1954,98146,1,3,1,6,47.4987,-122.341,219900,860,10426
0.8,3,Average,5/23/2014,723049156,142K,No View,No,1955,98146,1,3,1,6,47.4899,-122.337,149000,1700,8645
0.8,3,Average,8/7/2014,3192000085,177K,No View,No,1955,98146,1,3,1,6,47.4872,-122.345,180000,1010,10215
0.8,3,Average,11/12/2014,723049156,283K,No View,No,1955,98146,1,3,1,6,47.4899,-122.337,284700,1700,8645
0.8,3,Average,10/29/2014,3192000080,177K,No View,No,1957,98146,1,3,1,6,47.4873,-122.345,205000,1210,10185
0.8,3,Average,11/14/2014,3550800040,213K,No View,No,1961,98146,1,3,1,6,47.5107,-122.345,223000,940,7980
0.8,3,Average,9/24/2014,4383500030,142K,No View,No,1957,98148,1,3,1,6,47.4388,-122.328,154500,890,9465
0.8,3,Average,9/10/2014,6632900354,213K,No View,No,1941,98155,1,3,1,6,47.741,-122.314,242500,1020,5870
0.8,3,Average,10/21/2014,6163901352,283K,No View,No,1947,98155,1,3,1,6,47.7562,-122.318,289950,1090,8280
0.8,3,Average,6/24/2014,3432500310,319K,No View,No,1948,98155,1,3,1,6,47.7441,-122.314,325000,850,6906
0.8,3,Average,12/2/2014,3235100110,248K,No View,No,1948,98155,1,3,1,6,47.7657,-122.321,280000,940,7913
0.8,3,Average,5/3/2015,3235100075,248K,No View,No,1948,98155,1,3,1,6,47.766,-122.32,279000,1010,7903
0.8,3,Average,11/3/2014,408100105,248K,No View,No,1949,98155,1,3,1,6,47.7505,-122.317,265000,800,5760
0.8,3,Average,3/14/2015,7417700185,283K,No View,No,1949,98155,1,3,1,6,47.7719,-122.31,307000,1020,8484
0.8,3,Average,4/9/2015,3432500200,319K,No View,No,1952,98155,1,3,1,6,47.7447,-122.313,329999,1150,6908
0.8,3,Average,8/27/2014,1218000030,248K,No View,No,1920,98166,1,3,1,6,47.4623,-122.345,278000,860,7632
0.8,3,Average,10/9/2014,2970800130,213K,No View,No,1942,98166,1,3,1,6,47.4734,-122.35,215000,810,5240
0.8,3,Average,10/30/2014,9900000190,248K,No View,No,1943,98166,1,3,1,6,47.4697,-122.351,268950,1320,8100
0.8,3,Average,3/9/2015,4337000070,177K,No View,No,1943,98166,1,3,1,6,47.4802,-122.335,200000,930,7590
0.8,3,Average,5/7/2014,4338800170,213K,No View,No,1944,98166,1,3,1,6,47.4798,-122.343,246000,1400,7410
0.8,3,Average,11/17/2014,4338800370,213K,No View,No,1944,98166,1,3,1,6,47.4793,-122.346,220000,1000,6020
0.8,3,Average,2/13/2015,1430800191,248K,No View,No,1949,98166,1,3,1,6,47.4705,-122.352,279000,1110,6060
0.8,3,Average,5/15/2014,3826000070,177K,No View,No,1932,98168,1,3,1,6,47.494,-122.307,185000,1150,8100
0.8,3,Average,4/22/2015,1446400785,213K,No View,No,1942,98168,1,3,1,6,47.4879,-122.332,228950,1120,6625
0.8,3,Average,5/4/2015,6083000123,142K,No View,No,1942,98168,1,3,1,6,47.4874,-122.306,158000,1140,10477
0.8,3,Average,5/27/2014,795002375,248K,No View,No,1943,98168,1,3,1,6,47.5095,-122.331,280000,1200,6250
0.8,3,Average,6/23/2014,3365901435,142K,No View,No,1943,98168,1,3,1,6,47.475,-122.258,165000,1200,13100
0.8,3,Average,2/26/2015,3361400190,177K,No View,No,1943,98168,1,3,1,6,47.5024,-122.32,190000,1040,8910
0.8,3,Average,9/25/2014,8864000440,213K,No View,No,1944,98168,1,3,1,6,47.4807,-122.289,225000,900,6099
0.8,3,Average,5/13/2014,8148600055,213K,No View,No,1947,98168,1,3,1,6,47.4906,-122.306,225000,1040,6535
0.8,3,Average,9/12/2014,795000865,213K,No View,No,1948,98168,1,3,1,6,47.5042,-122.329,235000,1020,6173
0.8,3,Average,11/25/2014,795001600,319K,No View,No,1949,98168,1,3,1,6,47.506,-122.331,340000,1710,10190
0.8,3,Average,7/21/2014,2414600195,177K,No View,No,1951,98168,1,3,1,6,47.5134,-122.335,210000,1520,8600
0.8,3,Average,5/29/2014,6099400053,142K,No View,No,1954,98168,1,3,1,6,47.4762,-122.293,145000,1010,5490
0.8,3,Average,10/30/2014,1446401290,213K,No View,No,1954,98168,1,3,1,6,47.4845,-122.331,214950,1400,6600
0.8,3,Average,6/2/2014,8088600080,248K,No View,No,1958,98168,1,3,1,6,47.4698,-122.264,274950,1450,8820
0.8,3,Average,3/13/2015,8598900157,248K,No View,No,1950,98177,1,3,1,6,47.7763,-122.36,263700,1200,6561
0.8,3,Average,6/24/2014,9265700045,283K,No View,No,1954,98177,1,3,1,6,47.7615,-122.362,300000,2150,7007
0.8,3,Average,11/13/2014,179003055,177K,No View,No,1905,98178,1,3,1,6,47.4921,-122.275,210000,1200,7500
0.8,3,Average,3/19/2015,1123049027,142K,No View,No,1935,98178,1,3,1,6,47.4963,-122.249,157500,1100,27008
0.8,3,Average,10/17/2014,7689600215,177K,No View,No,1943,98178,1,3,1,6,47.4896,-122.248,202500,1120,8576
0.8,3,Average,7/19/2014,7657000225,177K,No View,No,1944,98178,1,3,1,6,47.4947,-122.237,205000,860,7467
0.8,3,Average,10/15/2014,7812801850,177K,No View,No,1944,98178,1,3,1,6,47.4945,-122.249,194000,1180,6050
0.8,3,Average,10/30/2014,7812801590,213K,No View,No,1944,98178,1,3,1,6,47.4931,-122.247,219900,860,6664
0.8,3,Average,2/19/2015,7657600025,283K,No View,No,1944,98178,1,3,1,6,47.4947,-122.238,289900,1180,7068
0.8,3,Average,2/4/2015,4060000440,213K,No View,No,1945,98178,1,3,1,6,47.4995,-122.248,241000,880,6050
0.8,3,Average,4/14/2015,2988800011,213K,No View,No,1948,98178,1,3,1,6,47.4816,-122.233,244000,2000,15900
0.8,3,Average,11/4/2014,8068000305,213K,No View,No,1951,98178,1,3,1,6,47.5075,-122.262,241000,1150,10000
0.8,3,Average,10/20/2014,399000195,177K,No View,No,1953,98178,1,3,1,6,47.4966,-122.255,200000,960,7500
0.8,3,Average,4/15/2015,399000025,248K,No View,No,1954,98178,1,3,1,6,47.4973,-122.256,265000,1360,5967
0.8,3,Average,7/16/2014,3352402195,142K,No View,No,1957,98178,1,3,1,6,47.4971,-122.261,169000,890,7110
0.8,3,Average,8/13/2014,7689600330,177K,No View,No,1960,98178,1,3,1,6,47.4906,-122.244,207000,860,7740
0.8,3,Average,4/17/2015,2172000894,213K,No View,No,1965,98178,1,3,1,6,47.4902,-122.256,225000,1250,10200
0.8,3,Average,7/18/2014,5379804730,142K,No View,No,1941,98188,1,3,1,6,47.4509,-122.275,156000,770,9750
0.8,3,Average,6/9/2014,5379805475,213K,No View,No,1948,98188,1,3,1,6,47.4493,-122.274,234999,1330,8912
0.8,3,Average,3/18/2015,3423049209,177K,No View,No,1957,98188,1,3,1,6,47.4369,-122.272,200450,970,9130
0.8,3,Average,2/12/2015,7893207490,248K,No View,No,1942,98198,1,3,1,6,47.4226,-122.327,275000,1250,10744
0.8,3,Average,3/4/2015,7893203770,177K,No View,No,1953,98198,1,3,1,6,47.4187,-122.329,196000,1220,6719
0.8,3,Average,10/27/2014,7893203565,106K,No View,No,1954,98198,1,3,1,6,47.4191,-122.33,120000,1260,7500
0.8,3,Average,12/9/2014,7686202275,213K,No View,No,1954,98198,1,3,1,6,47.4211,-122.314,219950,1210,8000
0.8,3,Average,2/13/2015,7686202580,177K,No View,No,1954,98198,1,3,1,6,47.4214,-122.316,196900,1270,7500
0.8,3,Average,3/6/2015,3751600176,177K,No View,No,1989,98001,1.5,3,1,6,47.2976,-122.271,196000,1000,18568
0.8,3,Average,4/17/2015,16000015,213K,No View,No,1985,98002,1.5,3,1,6,47.3115,-122.209,219950,1070,6601
0.8,3,Average,2/11/2015,2132200230,319K,No View,No,1983,98019,1.5,3,1,6,47.7451,-121.98,325000,1320,7560
0.8,3,Average,5/6/2014,8945100320,106K,No View,No,1962,98023,1.5,3,1,6,47.3076,-122.362,136500,1420,8580
0.8,3,Average,10/8/2014,8945100320,213K,No View,No,1962,98023,1.5,3,1,6,47.3076,-122.362,224097,1420,8580
0.8,3,Average,5/9/2014,1524079088,248K,No View,No,1922,98024,1.5,3,1,6,47.5603,-121.894,275000,1390,48257
0.8,3,Average,4/29/2015,3791500050,390K,No View,No,1977,98024,1.5,3,1,6,47.5667,-121.905,405000,1240,9975
0.8,3,Average,7/23/2014,3897100060,354K,No View,No,1940,98033,1.5,3,1,6,47.6717,-122.184,375000,1110,5500
0.8,3,Average,10/7/2014,1245500691,496K,No View,No,1944,98033,1.5,3,1,6,47.6937,-122.213,500000,960,4600
0.8,3,Average,7/21/2014,2923069037,177K,No View,No,1953,98038,1.5,3,1,6,47.4446,-122.074,210000,1920,61014
0.8,3,Average,12/18/2014,621069113,177K,No View,No,1963,98042,1.5,3,1,6,47.3425,-122.082,200000,1090,10454
0.8,3,Average,5/2/2014,776600130,248K,No View,No,1983,98045,1.5,3,1,6,47.488,-121.787,275000,1180,10277
0.8,3,Average,12/30/2014,7606200275,177K,No View,No,1906,98065,1.5,3,1,6,47.5295,-121.829,190000,760,40039
0.8,3,Average,9/22/2014,3797001900,354K,No View,No,1911,98103,1.5,3,1,6,47.6846,-122.345,360000,1360,6000
0.8,3,Average,8/28/2014,7899800045,106K,No View,No,1973,98106,1.5,3,1,6,47.5238,-122.356,107000,910,5120
0.8,3,Average,12/2/2014,7899800045,213K,No View,No,1973,98106,1.5,3,1,6,47.5238,-122.356,232900,910,5120
0.8,3,Average,8/11/2014,9209900315,319K,No View,No,1909,98112,1.5,3,1,6,47.6231,-122.292,350000,1320,4400
0.8,3,Average,4/14/2015,7920100083,319K,No View,No,1925,98115,1.5,3,1,6,47.6793,-122.3,348000,1040,1824
0.8,3,Average,4/29/2015,2877102495,425K,No View,No,1929,98117,1.5,3,1,6,47.6791,-122.362,445000,860,3200
0.8,3,Average,2/24/2015,5649600266,354K,No View,No,1980,98118,1.5,3,1,6,47.5536,-122.286,386000,1550,8000
0.8,3,Average,8/22/2014,8820902905,354K,No View,No,1941,98125,1.5,3,1,6,47.714,-122.283,375000,1240,7733
0.8,3,Average,8/11/2014,7211400850,213K,No View,No,1979,98146,1.5,3,1,6,47.5122,-122.357,229000,1200,5000
0.8,3,Average,11/7/2014,6123600285,177K,No View,No,1953,98148,1.5,3,1,6,47.4238,-122.332,185000,1010,7755
0.8,3,Average,8/14/2014,3972900735,213K,No View,No,1956,98155,1.5,3,1,6,47.7633,-122.313,220000,1070,9331
0.8,3,Average,7/31/2014,1446400670,177K,No View,No,1938,98168,1.5,3,1,6,47.4821,-122.331,199950,1510,6600
0.8,3,Average,2/19/2015,3365900465,142K,No View,No,1947,98168,1.5,3,1,6,47.4738,-122.263,170000,1370,10176
0.8,3,Average,11/5/2014,179000350,177K,No View,No,1943,98178,1.5,3,1,6,47.4925,-122.278,194000,1010,5000
0.8,3,Average,10/22/2014,7893207925,248K,No View,No,1954,98198,1.5,3,1,6,47.4227,-122.332,265000,1290,7100
1.6,3,Average,9/24/2014,3356402232,177K,No View,No,1970,98001,1.75,3,1,6,47.2878,-122.251,179900,1230,12000
1.6,3,Average,6/26/2014,844000965,213K,No View,No,2014,98010,1.75,3,1,6,47.3095,-122.002,224000,1500,11968
1.6,3,Average,10/2/2014,8656800190,248K,No View,No,1970,98014,1.75,3,1,6,47.6724,-121.865,280000,2080,87991
1.6,3,Average,10/28/2014,2129700525,319K,No View,No,1977,98019,1.75,3,1,6,47.725,-121.967,322000,1400,18002
1.6,3,Average,12/11/2014,2131200065,248K,No View,No,1982,98019,1.75,3,1,6,47.7436,-121.979,265800,1460,7361
1.6,3,Average,8/27/2014,2475900855,319K,No View,No,1977,98024,1.75,3,1,6,47.5651,-121.89,340000,1540,10400
1.6,3,Average,12/5/2014,5420300240,248K,No View,No,1984,98030,1.75,3,1,6,47.3766,-122.184,270000,1800,7763
1.6,3,Average,10/7/2014,5420300210,248K,No View,No,1986,98030,1.75,3,1,6,47.3764,-122.184,258000,2090,7461
1.6,3,Average,7/2/2014,6623400356,248K,No View,No,1984,98031,1.75,3,1,6,47.4236,-122.195,250000,1200,24805
1.6,3,Average,4/29/2015,7861000021,283K,No View,No,1950,98042,1.75,3,1,6,47.3364,-122.128,309933,1820,78408
1.6,3,Average,3/19/2015,1322059002,319K,No View,No,1956,98042,1.75,3,1,6,47.4012,-122.11,350000,1980,273556
1.6,3,Average,10/23/2014,193300140,213K,No View,No,1987,98042,1.75,3,1,6,47.3705,-122.15,240000,1240,10956
1.6,3,Average,11/26/2014,193300120,177K,No View,No,1987,98042,1.75,3,1,6,47.37,-122.151,192000,1240,10361
1.6,3,Average,3/12/2015,7140700690,213K,No View,No,2014,98042,1.75,3,1,6,47.383,-122.097,239950,1600,4888
1.6,3,Average,10/20/2014,3345100184,425K,No View,No,1946,98056,1.75,3,1,6,47.5217,-122.182,443950,2000,36000
1.6,3,Average,8/25/2014,3123039136,283K,No View,No,1925,98070,1.75,3,1,6,47.4367,-122.463,295000,1500,15246
1.6,3,Average,4/14/2015,3876800710,319K,No View,No,1969,98072,1.75,3,1,6,47.7417,-122.172,350000,1000,8268
1.6,3,Average,5/3/2015,7899800905,460K,No View,No,1918,98106,1.75,3,1,6,47.5222,-122.357,475000,1150,10240
1.6,3,Average,10/5/2014,2113700500,248K,No View,No,1943,98106,1.75,3,1,6,47.5309,-122.354,250800,1290,4000
1.6,3,Average,10/27/2014,2113700510,283K,No View,No,1943,98106,1.75,3,1,6,47.5306,-122.354,315000,1170,4000
1.6,3,Average,8/26/2014,2113701100,283K,No View,No,1945,98106,1.75,3,1,6,47.5291,-122.351,294010,1550,4057
1.6,3,Average,10/24/2014,3298700820,142K,No View,No,1950,98106,1.75,3,1,6,47.5202,-122.351,160000,1010,5355
1.6,3,Average,5/21/2014,3438500430,248K,No View,No,1957,98106,1.75,3,1,6,47.5517,-122.36,270000,1390,10905
1.6,3,Average,5/8/2014,7883607520,213K,No View,No,1939,98108,1.75,3,1,6,47.5271,-122.316,230000,950,6000
1.6,3,Average,4/17/2015,3902100205,496K,No View,No,1922,98116,1.75,3,1,6,47.5576,-122.388,515000,1190,4500
1.6,3,Average,7/30/2014,2117700085,354K,No View,No,1920,98117,1.75,3,1,6,47.6985,-122.364,375950,1480,7560
1.6,3,Average,5/5/2015,9412900055,390K,No View,No,1908,98118,1.75,3,1,6,47.5362,-122.268,405000,2390,6000
1.6,3,Average,9/22/2014,1231000510,248K,No View,No,1913,98118,1.75,3,1,6,47.5554,-122.27,263000,1490,3800
1.6,3,Average,5/4/2015,1231000510,496K,No View,No,1913,98118,1.75,3,1,6,47.5554,-122.27,510000,1490,3800
1.6,3,Average,8/4/2014,7011201087,354K,No View,No,1905,98119,1.75,3,1,6,47.6361,-122.368,385000,1220,1450
1.6,3,Average,12/12/2014,7715600070,354K,No View,No,1944,98125,1.75,3,1,6,47.7183,-122.306,385000,1560,14288
1.6,3,Average,4/8/2015,9297301015,248K,No View,No,1927,98126,1.75,3,1,6,47.566,-122.373,277284,1030,4800
1.6,3,Average,8/1/2014,7454000470,390K,No View,No,1942,98126,1.75,3,1,6,47.516,-122.375,412500,1530,6300
1.6,3,Average,11/20/2014,84000245,177K,No View,No,1942,98146,1.75,3,1,6,47.4864,-122.337,190000,1100,9452
1.6,3,Average,4/14/2015,2407000110,248K,No View,No,1942,98146,1.75,3,1,6,47.4845,-122.335,275000,1580,8775
1.6,3,Average,6/23/2014,1148000005,319K,No View,No,1950,98146,1.75,3,1,6,47.4828,-122.344,346000,1270,8100
1.6,3,Average,1/21/2015,5147600095,142K,No View,No,1953,98146,1.75,3,1,6,47.5079,-122.344,152000,1070,7754
1.6,3,Average,8/27/2014,3971700937,248K,No View,No,1947,98155,1.75,3,1,6,47.772,-122.323,270000,1260,7500
1.6,3,Average,12/26/2014,1440500020,319K,No View,No,1949,98155,1.75,3,1,6,47.7524,-122.323,350000,1470,8645
1.6,3,Average,6/13/2014,6083000050,213K,No View,No,1980,98168,1.75,3,1,6,47.4868,-122.303,235000,1900,8540
1.6,3,Average,4/1/2015,9368700270,106K,No View,No,1942,98178,1.75,3,1,6,47.503,-122.262,137900,1160,5082
1.6,3,Average,10/24/2014,2770601800,496K,No View,No,1944,98199,1.75,3,1,6,47.6501,-122.384,525000,1560,6000
1.6,3,Average,5/30/2014,3356406510,177K,No View,No,1992,98001,2,3,1,6,47.2804,-122.251,196440,1560,7352
1.6,3,Average,12/8/2014,8651400230,213K,No View,No,1969,98042,2,3,1,6,47.3606,-122.083,225000,1100,5200
1.6,3,Average,7/31/2014,204000175,354K,No View,No,1996,98053,2,3,1,6,47.6379,-121.966,381000,1680,8946
1.6,3,Average,4/2/2015,1323059098,283K,No View,No,1970,98059,2,3,1,6,47.4842,-122.117,315000,1220,14645
1.6,3,Average,6/5/2014,3624039150,319K,No View,No,1919,98106,2,3,1,6,47.5181,-122.364,335000,1170,5360
1.6,3,Average,6/23/2014,5363200266,390K,No View,No,1937,98115,2,3,1,6,47.6936,-122.294,420000,1200,5029
1.6,3,Average,5/15/2014,2807100155,213K,No View,No,1948,98133,2,3,1,6,47.7634,-122.34,240000,1400,6200
1.6,3,Average,4/28/2015,597000566,319K,No View,No,1915,98144,2,3,1,6,47.5763,-122.309,335000,1340,1951
1.6,3,Average,6/6/2014,1937300180,425K,No View,No,1940,98144,2,3,1,6,47.595,-122.308,435000,980,5000
1.6,3,Average,10/22/2014,623049341,248K,No View,No,1947,98146,2,3,1,6,47.5113,-122.347,260000,1030,7260
1.6,3,Average,7/8/2014,3256400051,177K,No View,No,1949,98146,2,3,1,6,47.4852,-122.343,210000,960,9380
1.6,3,Average,8/25/2014,7250000065,319K,No View,No,1933,98148,2,3,1,6,47.4594,-122.326,338000,2440,23512
1.6,3,Average,6/20/2014,1899400365,319K,No View,No,1942,98166,2,3,1,6,47.4683,-122.348,332000,1510,7884
1.6,3,Average,2/24/2015,4337000285,248K,No View,No,1943,98166,2,3,1,6,47.4809,-122.335,255000,1500,8775
1.6,3,Average,9/22/2014,2968801075,319K,No View,No,1947,98166,2,3,1,6,47.4564,-122.352,320600,1220,7620
1.6,3,Average,8/14/2014,7347600490,213K,No View,No,1910,98168,2,3,1,6,47.478,-122.278,245000,2040,13125
1.6,3,Average,6/23/2014,2123049502,213K,No View,No,1931,98168,2,3,1,6,47.4727,-122.297,215000,1340,8505
1.6,3,Average,2/18/2015,7812801785,213K,No View,No,1944,98178,2,3,1,6,47.4927,-122.248,221347,1580,6655
1.6,3,Average,10/17/2014,3423049311,213K,No View,No,1998,98188,2,3,1,6,47.4401,-122.279,216000,1260,4125
1.6,3,Average,7/11/2014,2013300050,248K,No View,No,1948,98198,2,3,1,6,47.3924,-122.308,258000,1680,19978
1.6,3,Average,5/17/2014,2771101200,390K,No View,No,1944,98199,2,3,1,6,47.6542,-122.385,410000,1700,4250
2.4,3,Average,5/12/2015,1775700011,390K,No View,No,1992,98077,2.5,3,1,6,47.7432,-122.076,390000,1410,26375
2.4,3,Average,10/21/2014,2114700540,354K,No View,No,1918,98106,2.5,3,1,6,47.5327,-122.347,366000,1320,4320
2.4,3,Average,7/14/2014,9285800755,496K,No View,No,1944,98126,2.5,3,1,6,47.5696,-122.378,515000,1540,6100
2.4,3,Average,5/22/2014,8807810110,425K,No View,No,1982,98053,2.75,3,1,6,47.6606,-122.059,432000,2200,14925
2.4,3,Average,10/16/2014,3356403304,142K,No View,No,1992,98001,3,3,1,6,47.2861,-122.252,154000,1530,9997
2.4,3,Average,8/14/2014,2500600297,213K,No View,No,1981,98198,3,3,1,6,47.4005,-122.293,243500,2110,7794
0.0,3,Average,3/4/2015,2922703150,390K,No View,No,1951,98117,0.75,3,1,7,47.6834,-122.366,413252,1110,3960
0.0,3,Average,4/10/2015,6149700315,319K,No View,No,1947,98133,0.75,3,1,7,47.7298,-122.342,352000,1240,7200
0.8,3,Average,11/17/2014,7967600069,177K,No View,No,1955,98001,1,3,1,7,47.3496,-122.289,185000,980,9135
0.8,3,Average,6/26/2014,4031000250,142K,No View,No,1962,98001,1,3,1,7,47.2958,-122.285,150000,1310,9612
0.8,3,Average,4/8/2015,4031000290,177K,No View,No,1962,98001,1,3,1,7,47.2949,-122.285,195000,1310,9554
0.8,3,Average,5/13/2014,1311200120,213K,No View,No,1963,98001,1,3,1,7,47.3394,-122.281,225000,1660,7210
0.8,3,Average,8/27/2014,1311200380,177K,No View,No,1963,98001,1,3,1,7,47.3404,-122.28,210000,1730,7210
0.8,3,Average,1/15/2015,1311300100,213K,No View,No,1965,98001,1,3,1,7,47.3414,-122.286,221000,1250,7280
0.8,3,Average,6/25/2014,5462100240,177K,No View,No,1966,98001,1,3,1,7,47.3461,-122.272,196500,1320,9000
0.8,3,Average,5/23/2014,4014400237,106K,No View,No,1967,98001,1,3,1,7,47.32,-122.278,132500,1080,10500
0.8,3,Average,12/15/2014,5647900930,177K,No View,No,1967,98001,1,3,1,7,47.3278,-122.262,195000,1070,22489
0.8,3,Average,3/5/2015,3876500290,142K,No View,No,1967,98001,1,3,1,7,47.3377,-122.291,175000,1070,6164
0.8,3,Average,3/25/2015,1312900180,213K,No View,No,1967,98001,1,3,1,7,47.3397,-122.291,225000,1250,7820
0.8,3,Average,1/29/2015,302000065,177K,No View,No,1968,98001,1,3,1,7,47.3251,-122.268,184000,970,14850
0.8,3,Average,8/26/2014,3751604653,177K,No View,No,1969,98001,1,3,1,7,47.2769,-122.264,205000,1370,10708
0.8,3,Average,9/26/2014,5556900080,142K,No View,No,1969,98001,1,3,1,7,47.3405,-122.288,169000,910,7686
0.8,3,Average,5/26/2014,3750604417,142K,No View,No,1972,98001,1,3,1,7,47.2629,-122.275,172500,1140,8800
